7.982941150665283203e+00,2.854220569133758545e-01
3.419162034988403320e+00,3.272868096828460693e-01
4.223381519317626953e+00,1.575380116701126099e-01
5.110401630401611328e+00,1.927043050527572632e-01
2.126317977905273438e+00,5.362167358398437500e-01
2.511367797851562500e+00,2.762115001678466797e-01
2.307637453079223633e+00,4.856797158718109131e-01
1.010549545288085938e+01,8.660347014665603638e-02
3.044973134994506836e+00,3.499904274940490723e-01
2.990047693252563477e+00,3.254572153091430664e-01
2.923112154006958008e+00,2.240600585937500000e-01
3.181315898895263672e+00,2.146030664443969727e-01
3.620205402374267578e+00,1.767567992210388184e-01
4.273922443389892578e+00,1.195799633860588074e-01
7.747815132141113281e+00,1.581881344318389893e-01
3.402893304824829102e+00,1.425308436155319214e-01
3.588200569152832031e+00,2.777264714241027832e-01
2.715746879577636719e+00,1.734403818845748901e-01
3.399625301361083984e+00,1.982954591512680054e-01
2.676965236663818359e+00,1.715150773525238037e-01
3.038729906082153320e+00,2.046219110488891602e-01
4.002252101898193359e+00,4.236437082290649414e-01
3.620671272277832031e+00,1.380881965160369873e-01
2.462463140487670898e+00,3.589843809604644775e-01
3.544389009475708008e+00,2.690569460391998291e-01
3.584924936294555664e+00,1.423954963684082031e-01
2.811293840408325195e+00,2.185044288635253906e-01
2.840719938278198242e+00,1.639440208673477173e-01
3.276769399642944336e+00,1.114416271448135376e-01
3.872910976409912109e+00,2.633869051933288574e-01
2.815321445465087891e+00,2.590349912643432617e-01
3.539215087890625000e+00,2.612394094467163086e-01
2.507225036621093750e+00,2.298319488763809204e-01
3.274026870727539062e+00,2.098478376865386963e-01
2.335805654525756836e+00,2.435863763093948364e-01
3.757190465927124023e+00,1.871431022882461548e-01
3.191256999969482422e+00,1.315262168645858765e-01
3.311690568923950195e+00,2.695877552032470703e-01
3.376825571060180664e+00,2.518259882926940918e-01
2.517530441284179688e+00,2.320959717035293579e-01
2.902206420898437500e+00,2.014501243829727173e-01
3.338713884353637695e+00,2.335780858993530273e-01
2.469502925872802734e+00,1.954364776611328125e-01
3.626594781875610352e+00,3.377496004104614258e-01
2.387955427169799805e+00,2.712082862854003906e-01
2.816858291625976562e+00,2.227299511432647705e-01
2.358728885650634766e+00,2.534950673580169678e-01
2.267167568206787109e+00,1.784833222627639771e-01
2.966217756271362305e+00,3.031805455684661865e-01
2.001236200332641602e+00,3.970655798912048340e-01
3.308378934860229492e+00,2.702158689498901367e-01
2.423663139343261719e+00,2.347999066114425659e-01
2.880910634994506836e+00,2.187750488519668579e-01
2.694160699844360352e+00,2.936137318611145020e-01
2.607766151428222656e+00,2.276096642017364502e-01
2.091229200363159180e+00,4.041020572185516357e-01
2.422763586044311523e+00,3.369966745376586914e-01
6.296746253967285156e+00,1.606692522764205933e-01
2.489490270614624023e+00,3.609282374382019043e-01
2.506806135177612305e+00,1.933822631835937500e-01
2.797290563583374023e+00,3.836273849010467529e-01
2.167374134063720703e+00,3.378746211528778076e-01
2.602496862411499023e+00,2.598798573017120361e-01
1.913130044937133789e+00,3.707114458084106445e-01
1.984787583351135254e+00,4.546418190002441406e-01
1.731679558753967285e+00,3.082812726497650146e-01
2.555899381637573242e+00,2.675625979900360107e-01
2.524586677551269531e+00,3.022119998931884766e-01
2.995277643203735352e+00,2.164099067449569702e-01
1.680168867111206055e+00,3.949581980705261230e-01
1.629766583442687988e+00,3.048622012138366699e-01
1.890452384948730469e+00,4.191250503063201904e-01
2.122427225112915039e+00,3.381013572216033936e-01
1.497714996337890625e+00,4.956682324409484863e-01
1.950567007064819336e+00,3.900639414787292480e-01
2.340712070465087891e+00,2.762072086334228516e-01
1.523765563964843750e+00,3.762506544589996338e-01
2.431083679199218750e+00,3.021130263805389404e-01
2.057059288024902344e+00,2.814218699932098389e-01
2.130752801895141602e+00,2.935390174388885498e-01
2.353934288024902344e+00,4.756643772125244141e-01
2.795376062393188477e+00,2.201462835073471069e-01
2.467171907424926758e+00,2.952174544334411621e-01
1.548866868019104004e+00,4.006488621234893799e-01
1.621440768241882324e+00,3.727991282939910889e-01
2.051908969879150391e+00,6.169233322143554688e-01
2.335671186447143555e+00,4.498274624347686768e-01
2.552152156829833984e+00,2.734086215496063232e-01
1.828658103942871094e+00,4.800525009632110596e-01
1.912593364715576172e+00,2.959898412227630615e-01
1.870817899703979492e+00,3.010742068290710449e-01
1.558290600776672363e+00,3.965162336826324463e-01
2.890601396560668945e+00,3.237011730670928955e-01
1.803561210632324219e+00,3.430305421352386475e-01
2.073060274124145508e+00,3.784705996513366699e-01
2.121850013732910156e+00,3.383454382419586182e-01
1.591220736503601074e+00,3.873716592788696289e-01
2.496126890182495117e+00,2.928356826305389404e-01
1.970613360404968262e+00,2.847375571727752686e-01
1.958870649337768555e+00,5.463917255401611328e-01
